핸들,이름,계정유형,국가,팔로워,게시물수,최근30일게시수,최근12개중앙조회수,최고조회수,배수상위3개,평소좋아요율,주력카테고리,최근20개중광고수,공구·판매링크운영,배정적합(김·오·선),등급(S·A·B·제외),허수판정,허수사유,마지막정면채굴일시,마지막확인shortcode,재방문예정일,발굴경로(엔진·시드계정),이계정채택수,사람검토,사람메모
urimedi1,부천우리병원 | 보건복지부 인증 종합병원,국내 메디컬 인접 계정,한국,340,474,10,229,155000,,,내과·척추관절·뇌신경·건강검진·응급실·건강정보,없음,없음,공용,B,실계정,,2026-08-06T00:46:48.428Z,DaOs1W5pSKe,2026-08-12T12:43:26+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"부천우리병원 공개 프로필·내과·척추관절·뇌신경센터·6대암검진·24시간 응급실·건강정보 하이라이트·뉴스레터 및 여름 건강정보 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
korea2nt_official,코리아이비인후과,국내 메디컬 인접 계정,한국,8,1,,,,,,이비인후과·코·목·귀·수면·수술,없음,없음,공용,B,실계정,,2026-08-07T01:54:58+09:00,DZMoBO0D-Xx,2026-08-21T01:54:58+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인; E3 Instagram 직접 확인,0,,"코리아이비인후과 공개 프로필·대구 소재·코·목·귀·수면 진료·수술 중점 안내·공식 홈페이지·건강정보 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 실패·부분 확인(1/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 E3 직접 확인: 프로필 팔로워 8, 게시물 1, 팔로우 0, 대구 수술 중점 이비인후과·코/목/귀/수면 진료·홈페이지/네이버플레이스 링크. 프로필 그리드 미디어는 노출되지 않았지만 기존 raw shortcode DZMoBO0D-Xx 직접 링크가 열림. 조회수 미노출·좋아요 5·댓글 없음·게시일 2026-06-05 확인. 최근12 전체는 미확인. | 2026-08-07 E3 재확인: 공개 프로필 팔로워 8, 게시물 1, 팔로우 0 확인. 게시물 1개와 태그됨 탭만 노출되고 reels 탭이 없어 최근12 전체를 확인하지 못했고 조회수도 미노출."
leehwanho_ent,이환호이비인후과,국내 메디컬 인접 계정,한국,115,8,,,,,,이비인후과·어지럼증·이명·난청·귀·균형,없음,없음,공용,B,실계정,,2026-08-07T01:47:45+09:00,DY34i-1RY1y,2026-08-21T01:47:45+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인; E3 Instagram 직접 확인,0,,"이환호이비인후과 공개 프로필·부산 소재·이비인후과 전문의·산재지정 병원·어지럼증·이명·난청 집중 진료·진료일정과 건강정보 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 실패·부분 확인(8/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 E3 직접 확인: 프로필 팔로워 115, 게시물 8, 팔로우 81, 이비인후과 전문의·귀/균형 진료·어지럼증·이명·난청 bio와 Naver blog 링크 확인. 프로필 그리드 미디어는 노출되지 않았지만 기존 raw shortcode DY34i-1RY1y 직접 링크가 열림. 좋아요 2·댓글 스레드 1건 노출·게시일 2026-05-28 확인. 조회수와 최근12 전체는 미확인. | 2026-08-07 E3 재확인: 공개 프로필 팔로워 115, 게시물 8, 팔로우 81 확인. 게시물 링크 8개는 노출됐지만 reels 탭이 없어 최근12 전체를 확인하지 못했고 조회수도 미노출."
akdskin_kr,대한피부과의사회,국내 메디컬 인접 계정,한국,1만,427,9,1925.5,36000,,,피부과의사회·피부과전문의·피부건강정보·피부시술,없음,없음,공용,B,실계정,,2026-08-06T00:14:17.865Z,C8wQ2jMR2Nc,2026-09-05T09:14:17.865+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"대한피부과의사회 공식 프로필·공식 홈페이지·피부과전문의 안내·피부과 선택과 시술 및 자외선·저자극 스킨케어 공개 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
foretskin_official,포레피부과,국내 메디컬 인접 계정,한국,1172,288,,,,,,피부과·피부시술·피부노화·기미·잡티·자외선차단,없음,없음,공용,B,실계정,,2026-08-06T00:37:45.884Z,DamnWsEuDq9,2026-09-05T09:37:45.884+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"포레피부과 공식 프로필·피부과전문의 맞춤 진료·공식 링크·기미·잡티·피부노화·자외선 차단 공개 영상과 피부관리 콘텐츠를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
pnuh_hongbo,부산대학교병원 PNUH,국내 메디컬 인접 계정,한국,3620,910,,2021.5,4243,,,대학병원·암센터·호흡기·건강정보·병원소식,없음,없음,공용,B,실계정,,2026-08-06T00:28:11.851Z,DbnICA2lH9n,2026-09-05T09:28:11.851+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"부산대학교병원 공식 홍보 프로필·공식 웹진 링크·지역암센터·호흡기전문질환센터·CAR-T 세포치료 공개 게시물과 병원 건강소식을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
mokdong_samsung_top_im,목동삼성탑내과의원,국내 메디컬 인접 계정,한국,219,241,,131.5,188,,,내과·5대암건강검진·내시경·건강정보,없음,없음,공용,B,실계정,,2026-08-05T18:05:40.158Z,DbSUMWku7tz,2026-08-12T13:06:05+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"목동삼성탑내과의원 공개 프로필·5대암 검진 지정병원·보건복지부 인증 내과 전문의·내시경 세부전문의·공식 링크를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
yongsanint,용산성모내과의원,국내 메디컬 인접 계정,한국,3328,359,10,3899.5,843000,,,내과·내시경·당뇨·혈관건강·건강상식·건강검진,없음,없음,공용,B,실계정,,2026-08-06T00:28:11.851Z,DMKMO9RST4J,2026-09-05T09:28:11.851+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"용산성모내과의원 공개 프로필·내시경 진료·당뇨병·혈관건강·건강상식 하이라이트·공식 예약 링크를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
bestson_suwon,베스트손내과_수원매교,국내 메디컬 인접 계정,한국,43,20,4,,,,,내과·건강검진·간초음파·수술전검사·건강정보,없음,없음,공용,B,실계정,,2026-08-06T00:50:44.902Z,Dbcr9cpmI2V,2026-08-12T13:06:05+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"베스트손내과 공식 프로필·건강검진 결과와 간초음파·수술 전 검사·수술 전 내과 진료 공개 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 2/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 2건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
ckdhc__official,종근당건강 공식 인스타그램,국내 메디컬 인접 계정,한국,3.8만,339,7,1142.5,691000,,,건강기능식품·유산균·오메가3·비타민·건강정보,미확인,있음,공용,B,실계정,,2026-08-06T00:08:20.743Z,DbpDiiGxRi9,2026-09-05T09:08:20.743+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"종근당건강 공식 프로필·건강기능식품 카테고리·건강몰 링크·무릎통증·비타민C·장건강 건강정보 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
pillgram_official,맞춤영양제 필그램 PILLGRAM,국내 메디컬 인접 계정,한국,1364,217,,378,1496,,,맞춤영양제·건강검진·건강기능식품,미확인,있음,공용,B,실계정,,2026-08-05T17:38:09.359Z,DCp7xU6zr7W,2026-09-05T02:38:09.359+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"필그램 공식 프로필·건강검진 기반 맞춤 영양제 추천·산업부 장관상·특허 7종·Review와 News 하이라이트를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
knowledgeins_kr,지식에디트,국내 메디컬 인접 계정,한국,16.4만,1131,,19500,1454000,,,건강정보·시사·지식 콘텐츠,미확인,없음,공용,B,실계정,,2026-08-06T00:05:22.194Z,DbrYFuNgWZK,2026-09-05T09:05:22.194+09:00,E2 공개 웹 검색 후보·Instagram 직접 확인,0,,"지식에디트 공개 프로필·역류성 식도염·만성 염증·심장병 수술 관련 건강 주제 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개가 모두 30일 안에 있어 전체 개수를 확정할 수 없음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
36.5_pharm,신흥36.5온누리약국,국내 메디컬 인접 계정,한국,48,17,0,,,,,약국·지역건강,,,공용,B,실계정,,2026-08-06T00:50:44.902Z,B-nt2mEB6F8,2026-08-12T13:40:41+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"신흥36.5온누리약국 공식 프로필과 성남 신흥동 약국 정보 및 2020년 게시물 17개를 직접 확인했으며 최근 활동이 없어 콘텐츠 행은 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
realpharm5,💊공부하는 효약사💊,국내 약사 인플루언서,한국,67,142,,,,,,약국·약국임상·증상·건강정보,미확인,있음,김주성·오약·선영·공용,B,실계정,,2026-08-05T23:54:15.819Z,C7su9x0pDnK,2026-09-05T08:54:15.819+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"프로필에서 7년차 약국임상 약사·증상 원인·근본치유 문구와 비염·코세척·건기식·피부 관련 공개 게시물 신호를 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 4/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 4건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 2/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 2건만 노출 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
imagine_yaksa,상상약사,국내 약사 인플루언서,한국,102,6,0,,,,,약사·스포츠영양,,,오약·선영·공용,B,실계정,,2026-08-06T20:16:25+09:00,CkZ_gVpLy3u,2026-09-05T20:16:25+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"약사 김상완·NSCA 상급 스포츠영양 지도사 프로필과 2022년 공개 게시물 6개를 직접 확인했으며 최근 활동이 없어 콘텐츠 행은 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-05 최근12 관측 실패·부분 확인(6/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 재방문: 공개 프로필 게시물 6건을 확인했고 모두 슬라이드 캐러셀(2022-07~10)이며 릴스 탭과 공개 릴스는 0건이었다. 최근12 조회수·중앙값·최고조회수는 산출하지 않았다. 30일 후 재방문 예정. | 2026-08-06 재방문: 공개 프로필 게시물 6건을 확인했고 모두 슬라이드 캐러셀(2022-07~10)이며 릴스 탭과 공개 릴스는 0건이었다. 최근12 조회수·중앙값·최고조회수는 산출하지 않았다. 30일 후 재방문 예정."
our_med._room,우리들의 약 공간,국내 약사 인플루언서,한국,374,90,10,318,2228,,,약학·건강정보·체중관리·영양제,미확인,있음,오약·선영·공용,B,실계정,,2026-08-05T23:54:15.819Z,Daj9MtTv4rb,2026-09-05T08:54:15.819+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"종로구 다제약물 관리사업 자문약사와 약사 소통 공간 프로필 및 위고비·마운자로·임신영양제·콜라겐·관절영양제 공개 게시물 신호를 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
donga_onnuri,동아온누리약국,국내 메디컬 인접 계정,한국,291,1114,,219,277,,,약국·일반의약품·건강기능식품·의약품정보,미확인,있음,공용,B,실계정,,2026-08-05T18:04:05.683Z,DL4dNeXTn_u,2026-08-12T13:44:05+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"안산 지역 동아온누리약국 공식 프로필과 건강기능식품 상담·택배 안내 및 일반의약품·의약품정보 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
blessing.pharmacy,blessing.pharmacy,국내 메디컬 인접 계정,한국,369,106,4,,,,,약국·복약지도·의약품정보,미확인,없음,공용,B,실계정,,2026-08-06T00:45:56.465Z,DIP6ln8T6my,2026-08-12T13:45:21+09:00,E2 추천 계정·팔로잉 목록·Instagram 직접 확인,0,,"서울 지역 약국 프로필과 약국생활·복약지도·일반의약품 관련 공개 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 8/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 8건만 노출 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
bpa_antidrug,부산시약사회 마약류 및 약물중독예방센터,국내 메디컬 인접 계정,한국,61,6,,,,,,약사회·약물중독예방·공공캠페인,없음,없음,공용,B,실계정,,2026-08-07T01:50:56+09:00,DbU1KBgE1UK,2026-08-21T01:50:56+09:00,E2 팔로잉 목록·Instagram 직접 확인; E3 Instagram 직접 확인,0,,"부산시약사회 마약류 및 약물중독예방센터 공식 프로필과 2026년 약물중독 예방·마약퇴치 공공캠페인 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 0/12만 확인, 중앙값·최고조회수 미기록 사유: 공개 프로필 릴스 0건만 노출 | 2026-08-06 최근12 관측 실패·부분 확인(5/12); 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-06 E3 직접 확인: 프로필 팔로워 60, 게시물 6, 팔로우 119, 부산광역시약사회 마약류 및 약물중독 예방센터 bio. 프로필 그리드 미디어는 노출되지 않았지만 기존 raw shortcode DbU1KBgE1UK 직접 링크가 열림. 조회수 미노출·좋아요 15·댓글 없음·게시일 2026-07-28 확인. 최근12 전체는 미확인. | 2026-08-07 E3 재확인: 공개 프로필 팔로워 61, 게시물 6, 팔로우 119 확인. 게시물 링크 6개는 노출됐지만 reels 탭이 없어 최근12 전체를 확인하지 못했고 조회수도 미노출."
owm.pharm.official,O.W.M 옵티마웰니스뮤지엄 약국,국내 메디컬 인접 계정,한국,8602,35,,19500,117000,,,약국·의약품·화장품·웰니스,미확인,있음,공용,B,실계정,,2026-08-06T00:17:50.821Z,DbpXhzLoHrj,2026-09-05T09:17:50.821+09:00,E2 팔로잉 목록·Instagram 직접 확인,0,,"옵티마웰니스뮤지엄 약국 공식 프로필과 의약품·화장품·웰니스 소개 및 2026년 7~8월 공개 게시물을 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
knjbio.academy,김남주바이오 아카데미,국내 메디컬 인접 계정,한국,639,313,,356.5,584,,,대체의학·홀리스틱 건강·홍삼·한약재,미확인,있음,공용,B,실계정,,2026-08-05T17:48:25.095Z,DaRwC8fvHuV,2026-08-12T13:48:31+09:00,E2 팔로잉 목록·Instagram 직접 확인,0,,"김남주바이오 아카데미 공식 프로필과 동서양 재료·근본 건강 회복 문구 및 홍삼·한약재·콜라겐·비타민 관련 공개 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 공개 릴스 12/12 확인, 공개 좋아요 미노출로 평소좋아요율 미기록 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음"
dr.wongu,닥터원구의 K-beauty l 그대고운피부과 대표원장 이원구,국내 메디컬 인접 계정,한국,3.6만,36,0,56000,11600000,,,피부과·K-beauty·피부노화·피부과 전문의,미확인,미확인,공용,B,실계정,,2026-08-06T00:08:20.743Z,DZ80S3rBARz,2026-09-05T09:08:20.743+09:00,E5 인접 직군 검색·Instagram 직접 확인,0,,"피부과 전문의·그대고운피부과 대표원장 프로필과 2026년 공개 피부노화·자외선차단·K-beauty 게시물 신호를 직접 확인해 국내 메디컬 인접 계정으로 분류했으며 콘텐츠 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-06 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
yuni__yaksa,다정한 엄마약사 | 유니약사,국내 약사 인플루언서,한국,21.3만,556,,92500,1007000,,0.86%,건강·뷰티,미확인,있음,공용,A,실계정,,2026-08-08T13:32:02+09:00,Dbu9yTKzOXn,2026-09-07T13:32:02+09:00,E1 #약사,0,,"13년차 약사엄마 프로필과 장건강·약국꿀팁·비타민C 아연·만성염증 해킹 하이라이트 및 공개 공동구매 게시물 신호를 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 원문 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 0/12, 공개 좋아요 12/12, 평소좋아요율 0.86% | 2026-08-05 최근12 관측 실패·부분 확인(0/12); 조회수·중앙값·최고조회수 미기록: profile HTTP 410 | 2026-08-05 최근12 관측 실패·부분 확인(6/12); 조회수·중앙값·최고조회수 미기록: 공개 프로필 대체 소스에서 6/12 게시물만 노출; 나머지 6건은 목록 미노출 | 최근30일게시수 미확인: 최근 12개 원문이 완전하지 않음 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음 | 2026-08-08 logged-in read-only recent12 recheck: 12 reel views exposed; latest12 median 92500 and max 1007000; evidence Dbu9yTKzOXn through DbMmqwQTXW0. DbskRVBTHkb was 283000 views in the initial DOM snapshot; after scroll the same link showed likes and comments first. Other account metrics remain unresolved."
fit_yaksa,약사 배선우 | 올영 vs 약국 뷰티 분석,국내 약사 인플루언서,한국,4.4만,38,7,,,,,건강·뷰티·약국 꿀템,미확인,미확인,공용,A,실계정,,2026-08-05T23:39:20.281Z,DZZyw1bCn5n,2026-09-05T08:39:20.281+09:00,E1 #약사,0,,약사 배선우 프로필과 올영·약국 비교 분석·여드름 외용제 대체 비교·약국 뷰티·선크림 TOP5 공개 릴스 신호를 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 원문 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정
sue_yaksa,슈슈 Sue | 모두의 약사 친구 박수빈,국내 약사 인플루언서,한국,1011,18,7,22500,98000,,,약·뷰티·운동·식단,미확인,미확인,공용,B,실계정,,2026-08-05T23:54:15.819Z,DaAcUKDzc40,2026-09-05T08:54:15.819+09:00,E1 #약사,0,,"슈슈 약사 프로필과 약이야기·식단관리·운동·피부뷰티 하이라이트 및 영양제 성분 분석 공개 릴스 신호를 직접 확인해 국내 약사 인플루언서로 분류했으며 콘텐츠 원문 행은 별도 검토 없이 추가하지 않음 | 2026-08-05 최근12 관측: 조회수 12/12, 공개 좋아요 0/12 | 2026-08-05 최근12 관측 완료; 조회수·중앙값·최고조회수 미기록: 공개 조회수 미노출 | 평소좋아요율 미확인: 콘텐츠 원장에 계정평소좋아요율 원값 없음; 릴스 없음 큐 정리(2026-08-06): QUEUE.csv 정확한 보류사유 확인 후 완료 처리. 재방문예정일을 마지막 정면채굴일시+30일로 설정"
