# 초기화 시각: 2026-08-06T18:51:06+09:00
# 형식: 종류|식별자|보조 식별자|상태
content|JJING_YAKSA-CONLWIinI0f|CONLWIinI0f|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-563|excluded outside 3-year collection window
content|JJING_YAKSA-CN_8shEnIx6|CN_8shEnIx6|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-563|excluded outside 3-year collection window
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-563|profile metrics and twelve visible content links confirmed; eleven dated posts outside 3-year window; three previously raw-only content ledger entries reconciled; direct reels empty; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-564|profile and direct reels both unavailable; no metrics or content links; recent12 incomplete hold
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-565|profile metrics and twelve visible profile-grid links confirmed; all exact links already in raw; two shared links owned by external profiles; direct reels empty; recent12 incomplete hold
content|LEMONPHARMACY38-Dbw2TYETLYp|Dbw2TYETLYp|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-566|profile reel caption signal observed; date and views unavailable; canonical detail not reviewed
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-566|profile metrics and five visible reel links confirmed; all exact links already in raw; one raw-only shortcode reconciled; direct reels empty; recent12 incomplete hold
content|INNERDEW_OFFICIAL-DaCi3JrEzAN|DaCi3JrEzAN|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-567|profile link and caption signal observed; detail metrics not exposed; canonical row not inferred
content|INNERDEW_OFFICIAL-DZcNRFUE099|DZcNRFUE099|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-567|profile link and caption signal observed; detail metrics not exposed; canonical row not inferred
content|INNERDEW_OFFICIAL-DZPhIS5E5CX|DZPhIS5E5CX|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-567|profile link and caption signal observed; detail metrics not exposed; canonical row not inferred
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-567|profile metrics and eight visible links confirmed; three raw-only static-post ledger entries reconciled; direct reels empty; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-RECHECK-568|profile metrics and ten visible content links confirmed; direct /reels/ redirected to profile without a Reels tab; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-569|profile metrics and twelve visible posts confirmed; all exact links already in raw/known; direct /reels/ redirected to profile without a reel link; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-570|profile metrics and twelve visible links confirmed; all exact links already in raw/known; profile Reels tab visible but direct /reels/ empty; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-571|profile and direct /reels/ both unavailable; no account metrics, reel links, or recent12 data inferred; hold
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-572|profile metrics and twelve visible links confirmed; all exact shortcodes already in raw; direct /reels/ empty; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-573|profile UI 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw and known; direct /reels/ empty; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-574|profile 8 posts, 280 followers, 0 following; eight visible links (five reels and three posts) already in raw and known; direct /reels/ empty; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-575|profile 10 posts, 188 followers, 485 following, product/service; ten visible profile-grid links already in raw (one reel, nine posts); direct /reels/ redirected to profile without a reel link; HTML meta following 501 conflicts with visible UI; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-576|profile 144 posts, 5002 followers, 3480 following, pharmacist webtoon; twelve visible profile-grid links already in raw/known; direct /reels/ redirected to profile without a reel link; HTML meta following 3589 conflicts with visible UI; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-577|profile 43 posts, 1119 followers, 376 following, digital creator/pharmacist webtoon; twelve visible links already in raw/known; profile Reels tab visible but direct /reels/ empty; HTML meta following 394 conflicts with visible UI; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-578|profile and direct /reels/ both unavailable; no account metrics, reel links, or recent12 data inferred; hold
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-579|profile 245 posts, 1006 followers, 418 following, health/beauty; ten visible profile-grid links already in raw; direct /reels/ empty; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-580|profile UI 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw and known; direct /reels/ stayed on profile with no additional reel; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-581|profile 8 posts, 280 followers, 0 following; eight visible links (five reels and three posts) already in raw and known; direct /reels/ stayed on profile with no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-582|profile 10 posts, 188 followers, 485 following, product/service; ten visible profile-grid links already in raw (one reel, nine posts); direct /reels/ stayed on profile without a reel link; HTML meta following 501 conflicts with visible UI; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-583|profile 144 posts, 5,002 followers, 3,480 following, pharmacist cartoon; twelve profile-grid links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta following 3,589 conflicts with visible UI; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-584|profile 43 posts, 1,119 followers, 376 following; pharmacist creator/digital creator; twelve visible links (eleven posts, one reel) already in raw/known; profile Reels tab visible but direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta following 394 conflicts with visible UI; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-585|profile and direct /reels/ both returned Instagram page-unavailable message; metrics, content, reels, and recent12 unavailable; hold without inference
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-586|profile 245 posts, 1,006 followers, 418 following, health/beauty; ten visible profile-grid links already in raw; direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta counts 1,007/438 conflict with visible UI; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-587|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-588|profile 8 posts, 280 followers, 0 following; eight visible links (five reels and three posts) already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-589|profile 10 posts, 188 followers, 485 following, product/service; ten visible profile-grid links already in raw (one reel, nine posts); direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta following 501 conflicts with visible UI; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-590|profile 144 posts, 5,002 followers, 3,480 following, pharmacist cartoon; twelve profile-grid links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta following 3,589 conflicts with visible UI; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-591|profile 43 posts, 1,119 followers, 376 following; pharmacist creator/digital creator; twelve visible links (eleven posts, one reel) already in raw/known; profile Reels tab visible but direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta following 394 conflicts with visible UI; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-592|profile and direct /reels/ both returned Instagram page-unavailable message; metrics, content, reels, and recent12 unavailable; hold without inference
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-593|profile 245 posts, 1,006 followers, 418 following, health/beauty; ten visible profile-grid links already in raw; direct /reels/ stayed at /reels/ with profile DOM and no reel link; HTML meta counts 1,007/438 conflict with visible UI; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-594|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-595|profile 8 posts, 280 followers, 0 following; five visible reels and three visible posts already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold; lease release command ownership mismatch but lease file later read released
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-596|profile 10 posts, 188 followers, 485 following, product/service; ten visible links already in raw (one reel and nine posts), only the reel already in known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 501 conflicts with visible UI; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-597|profile 144 posts, 5002 followers, 3480 following, pharmacist influencer; twelve visible post links already in raw/known; no profile reels tab or direct reel link; HTML meta following 3589 conflicts with visible UI; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-598|profile 43 posts, 1119 followers, 376 following, digital creator; twelve visible links already in raw/known (one reel and eleven posts); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 394 conflicts with visible UI; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-599|profile and direct /reels/ both unavailable; metrics and content not observable; no counts or recent12 inferred; hold
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-600|profile 245 posts, 1006 followers, 418 following, health/beauty; ten visible post links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta 1007/438 conflicts with visible UI; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-601|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-602|profile 8 posts, 280 followers, 0 following; five visible reels and three visible posts already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-603|profile 10 posts, 188 followers, 485 following, product/service; ten visible links already in raw (one reel and nine posts), only the reel already in known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 501 conflicts with visible UI; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-604|profile 144 posts, 5002 followers, 3480 following, pharmacist influencer; twelve visible post links already in raw/known; no profile reels tab or direct reel link; HTML meta following 3589 conflicts with visible UI; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-605|profile 43 posts, 1119 followers, 376 following, digital creator; twelve visible links already in raw/known (one reel and eleven posts); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 394 conflicts with visible UI; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-606|profile and direct /reels/ both unavailable; metrics and content not observable; no counts or recent12 inferred; hold
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIOOFFICIAL-RECHECK-607|profile 245 posts, 1006 followers, 418 following, health/beauty; ten visible post links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta 1007/438 conflicts with visible UI; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-608|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible UI; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-609|profile 8 posts, 280 followers, 0 following; five visible reels and three visible posts already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-610|profile 10 posts, 188 followers, 485 following; one visible reel and nine visible posts already in raw; one reel already in known and nine static posts absent from known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; meta following 501 conflicts with visible 485; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-611|profile 144 posts, 5002 followers, 3480 following; twelve visible post links already in raw/known; no profile reels tab and direct /reels/ stayed at /reels/ with profile DOM and no reel links; HTML meta following 3589 conflicts with visible 3480; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJING-YAKSA-RECHECK-612|profile 43 posts, 1119 followers, 376 following; twelve visible links (eleven posts and one reel) already in raw/known; profile reels tab visible but direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 394 conflicts with visible 376; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-613|profile and direct /reels/ both unavailable; account metrics, content, reels, and recent12 not observable; no values inferred
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-614|profile 245 posts, 1006 followers, 418 following, health/beauty; ten visible post links already in raw but absent from known_items (DYn9wH6CYJz,DYELuxlCWXP,DXIzmOAibIV,DVcu54TkwaA,DUCfiAhk1gY,DRlt2nziXft,DQ_ZMU1iQxt,DPOEa3zCY40,DO5Je_aCVEB,DNp2zGsp8DE); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 1007/438 conflict with visible 1006/418; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-615|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible 510/609; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-616|profile 8 posts, 280 followers, 0 following; five visible reels and three visible posts already in raw/known; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-617|profile 10 posts, 188 followers, 485 following; one visible reel and nine visible posts already in raw; one reel already in known and nine static posts absent from known (C4g_EWKPv0_,C4M-FLTrncP,Cex3l5wJR_q,Cek6Wpfpg_1,CeAbFdQp2uB,Cdw4tdZp8hL,CdrnbX4phHH,CdnICnPJWO2,CdciM3bJGUj); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; meta following 501 conflicts with visible 485; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-618|profile 144 posts, 5002 followers, 3480 following; twelve visible post links already in raw/known; no profile reels tab and direct /reels/ stayed at /reels/ with profile DOM and no reel links; HTML meta following 3589 conflicts with visible 3480; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJING-YAKSA-RECHECK-619|profile 43 posts, 1119 followers, 376 following; twelve visible links (eleven posts and one reel) already in raw/known; profile reels tab visible but direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta following 394 conflicts with visible 376; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPAOFFICIAL2-RECHECK-620|profile and direct /reels/ both unavailable; account metrics, content, reels, and recent12 not observable; no values inferred
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-621|profile 245 posts, 1006 followers, 418 following, health/beauty; ten visible post links already in raw but absent from known_items (); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 1007/438 conflict with visible 1006/418; recent12 incomplete hold
correction|knjbio.official|20260810-E0-OFFLINE-CORRECTION-KNJBIO-OFFICIAL-RECHECK-621|corrected exact known_items membership: ten visible post links are in raw but have zero exact post/reel ledger rows in known_items; original 20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-621 preserved; no data CSV or queue change
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-622|profile 5 posts, 510 followers, 609 following, health/beauty; five visible reel links in raw; four exact reel rows in known_items; exact reel row absent for Dbw2TYETLYp; direct /reels/ stayed at /reels/ with profile DOM and no additional reel; HTML meta counts 509/632 conflict with visible 510/609; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-623|profile 8 posts, 280 followers, 0 following; eight visible links in raw; five exact reel rows in known_items and three static post rows absent from exact known ledger (DaCi3JrEzAN,DZcNRFUE099,DZPhIS5E5CX); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-624|profile 10 posts, 188 followers, 485 following; ten visible links in raw; one exact reel row in known_items and nine static post rows absent from exact known ledger (C4g_EWKPv0_,C4M-FLTrncP,Cex3l5wJR_q,Cek6Wpfpg_1,CeAbFdQp2uB,Cdw4tdZp8hL,CdrnbX4phHH,CdnICnPJWO2,CdciM3bJGUj); direct /reels/ stayed at /reels/ with profile DOM and no additional reel; meta following 501 conflicts with visible 485; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-625|profile 144 posts, 5002 followers, 3480 following; twelve profile-grid posts already exact in raw/known; direct /reels/ rendered six reel links with five exposed views and one unexposed; no new exact content row; recent12 incomplete hold; lease release rejected by ownership mismatch after tab cleanup
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-626|profile 43 posts, 1119 followers, 376 following; twelve visible links (eleven posts and one reel) already exact in raw/known; direct /reels/ showed three exact reel links with views 1181, 1970, 845; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPA-OFFICIAL2-RECHECK-627|profile and direct /reels/ both returned page-unavailable screen; account metrics, content, reels, and recent12 unresolved; hold maintained
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-628|profile 245 posts, 1006 followers, 418 following; ten visible static-post links in raw but absent from exact known content rows; direct /reels/ showed eleven exact reel links with visible views 1624,272,199,196,137,453,337,250,250,289,333; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-629|profile 5 reels already exact in raw/known; direct /reels/ showed six exact reel links including profile-grid-missing DbkA0BZzf0G with views 112,132,126,145,124,153; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-630|profile 8 links (five reels, three static posts) in raw; five reel rows exact in known_items and three static posts remain absent from exact ledger; direct /reels/ showed same five reels with no exposed views; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-631|profile 10 links in raw (one reel, nine static posts); one exact reel row in known_items and nine static posts absent from exact ledger; profile reels tab absent; direct /reels/ showed Ce2MIsmvzVC with view 98; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-632|profile 144 posts, 5002 followers, 3480 following; twelve profile-grid static-post links already exact in raw/known; profile Reels tab absent; direct /reels/ rendered six reel links with exposed views 5579,1535,1840,1540,1519 and BmSKSVmhuH4 unexposed; direct six links remained without exact canonical content rows; HTML meta following 3589 conflicts with visible 3480; recent12 incomplete hold; lease release rejected by ownership mismatch after tab cleanup
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJINGYAKSA-RECHECK-633|profile 43 posts, 1119 followers, 376 following; twelve visible links (eleven posts and one reel) already exact in raw/known; profile Reels tab visible; direct /reels/ showed three exact reel links with views 1181,1970,845; HTML meta following 394 conflicts with visible 376; recent12 incomplete hold; lease released
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPA-OFFICIAL2-RECHECK-634|profile and direct /reels/ both returned page-unavailable screen; account metrics, content, reels, and recent12 unresolved; hold maintained; lease released
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-635|profile 245 posts, 1006 followers, 418 following; ten visible static-post links in raw but absent from exact known content rows; direct /reels/ showed eleven exact reel links with visible views 1624,272,199,196,137,453,337,250,250,289,333; HTML meta counts 1007/438 conflict with visible 1006/418; recent12 incomplete hold; lease released
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-636|profile 5 reels already exact in raw/known; direct /reels/ showed six exact reel links including profile-grid-missing DbkA0BZzf0G with views 112,132,126,145,124,153; HTML meta counts 509/632 conflict with visible 510/609; recent12 incomplete hold; lease released
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEWOFFICIAL-RECHECK-637|profile 8 links (five reels, three static posts) in raw; five reel rows exact in known_items and three static posts remain absent from exact ledger; direct /reels/ showed same five reels with displayed views 221,3.3만,294,316,2.3만; profile HTML meta counts matched visible 8/280/0; recent12 incomplete hold; lease release rejected by ownership mismatch after tab cleanup
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-638|profile 10 links (one reel, nine static posts) in raw; one reel row exact in known_items and nine static posts remain absent from exact ledger; direct /reels/ showed one reel with displayed view 98; profile visible counts 10/188/485 conflicted with HTML meta following 501; recent12 incomplete hold
account|tony71004|20260810-E1-LOGIN-QUEUE-TONY71004-RECHECK-639|profile 12 static-post links remained present in raw and known_items; direct /reels/ showed six reel links with five exposed views 5579,1535,1840,1540,1519 and BmSKSVmhuH4 unexposed; no exact reel content rows added; profile visible following 3480 conflicted with HTML meta 3589; recent12 incomplete hold
account|jjing_yaksa|20260810-E1-LOGIN-QUEUE-JJING-YAKSA-RECHECK-640|profile 12 links (11 posts, one reel) remained in raw and known_items; direct /reels/ showed three exact-known reels with views 1181,1970,845; profile visible following 376 conflicted with HTML meta 394; recent12 incomplete hold
account|spa_official2|20260810-E1-LOGIN-QUEUE-SPA-OFFICIAL2-RECHECK-641|profile and direct /reels/ both rendered Instagram unavailable-page message; metrics, content, reels, and recent12 unresolved; hold without estimation
account|knjbio.official|20260810-E1-LOGIN-QUEUE-KNJBIO-OFFICIAL-RECHECK-642|profile grid 10 static links remained in raw but no exact canonical rows; direct /reels/ showed eleven exact-known reels with views 1624,272,199,196,137,453,337,250,250,289,333; visible profile 1006/418 conflicted with HTML meta 1007/438; recent12 incomplete hold
account|lemonpharmacy38|20260810-E1-LOGIN-QUEUE-LEMONPHARMACY38-RECHECK-643|profile five reels and direct /reels/ six exact-known reels with views 112,132,126,145,124,153; no new exact rows; recent12 incomplete hold
account|innerdew.official|20260810-E1-LOGIN-QUEUE-INNERDEW-OFFICIAL-RECHECK-644|profile eight links (five reels, three static posts) remained in raw; five reel rows exact in known_items and three static posts absent; direct /reels/ views 221,3.3만,294,316,2.3만; recent12 incomplete hold
account|pharmacyinpalm_official|20260810-E1-LOGIN-QUEUE-PHARMACYINPALM-OFFICIAL-RECHECK-645|second read-only recheck confirmed profile 10 links and one exact-known reel Ce2MIsmvzVC with displayed view 98; visible following 485 conflicted with HTML meta 501; recent12 incomplete hold
account|woojjujju_yaksa|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-WOOJJUJJU-YAKSA|profile and direct content rechecked; followers 180; views and recent12 median unavailable; canonical rows appended
content|woojjujju_yaksa-DZU1svcSx69|DZU1svcSx69|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-WOOJJUJJU-YAKSA; gate=통과; grade=F; read-only direct content verified
account|mina_yaksa|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-MINA-YAKSA|profile and direct content rechecked; followers 7451; views and recent12 median unavailable; canonical rows appended
content|mina_yaksa-DaIdNLPySfH|DaIdNLPySfH|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-MINA-YAKSA; gate=통과; grade=F; read-only direct content verified
account|dubu_yaksa|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-DUBU-YAKSA|profile and direct content rechecked; followers 8412; views and recent12 median unavailable; canonical rows appended
content|dubu_yaksa-Da-SlwEv8rp|Da-SlwEv8rp|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-DUBU-YAKSA; gate=통과; grade=F; read-only direct content verified
account|drjoshaxe|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-DRJOSHAXE|profile and direct content rechecked; followers 154.5만; views and recent12 median unavailable; canonical rows appended
content|drjoshaxe-Dbym1nqma25|Dbym1nqma25|20260810-E1-LOGIN-NEW-CANDIDATES-RECHECK-147-DRJOSHAXE; gate=통과; grade=A; read-only direct content verified
account|jangsu_note|20260810-E1-LOGIN-JANGSU-NOTE-RECHECK-148|profile directly confirmed; followers 1.8만; posts 67; following 0; health/beauty; Coupang partner link; canonical account appended
content|jangsu_note-DYmSanDT4_Q|DYmSanDT4_Q|20260810-E1-LOGIN-JANGSU-NOTE-RECHECK-148; gate=통과; grade=F; posted 2026-05-21; likes display 2.7천; comments 216; reposts 265; views unavailable; canonical content appended
search|약사 편두통|20260810-E1-LOGIN-MIGRAINE-SEARCH-522|21 visible result shortcodes; DV4vYF3E27S directly reviewed; remaining results deferred after exact known dedupe
raw_observation|DV4vYF3E27S|malti_yaksa|batch=20260810-E1-LOGIN-MIGRAINE-SEARCH-522;status=raw_only_hold;posted=3월15일·21주;likes=60;comments=2;reposts=6;views=unavailable;outside_recent_90_days
raw_observation|DUeXvL0k_8Y|toad_pharm|batch=20260810-E1-LOGIN-MIGRAINE-DEFERRED-523-TOADPHARM;status=raw_only_hold;posted=2월8일·26주;likes=1.8천;comments=1.2천;reposts=111;views=unavailable;outside_recent_90_days;ad_judgment=unclear
account|kimjejo_pharma|20260810-E1-LOGIN-MIGRAINE-DEFERRED-524-KIMJEJO|profile directly confirmed; followers 1536; posts 6; pharmacist and health-functional-food manufacturer CEO; personal consultation link
