포맷ID,포맷명,한줄정의,훅유형,구조(비트 단위로 초 배분까지),길이대,편집장치,촬영,자막스타일,제작난이도(상·중·하),필요장비,대표영상URL 3개,대표배수중앙값,국내약사사용계정수,국내약사사용영상수,국내최초사용일,국내최근사용일,소진도,인접버티컬사용,해외사용,이식가능성(상·중·하),이식근거,각색안,어떤주제와붙나,배정적합인물,우리사용이력,재사용가능일,상태,사람검토,사람메모
FMT-CHARACTER-EMOTION-EVENT-001,감정 질문·캐릭터 공감 행사형,감정 질문→캐릭터 공감→행사 안내,정보형 도입,감정 질문→캐릭터 공감→행사 안내,,핵심 자막·정보 카드,,,,,https://www.instagram.com/fitamin_official/reel/C9__PWep5ht/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→감정 질문→캐릭터 공감→행사 안내→핵심 자막·정보 카드. E10 역추적은 아직 확인하지 않음.,공용: 건강 고민을 캐릭터 공감 장면과 행사 안내로 연결,건강 캠페인·캐릭터 공감·행사 안내,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-MEME-ATHLETE-MESSAGE-001,밈 이벤트·선수 대결 메시지형,밈 이벤트→선수 대결→기관 메시지,정보형 도입,밈 이벤트→선수 대결→기관 메시지,,핵심 자막·정보 카드,,,,,https://www.instagram.com/korea_anti_doping_agency/reel/Dawz70Oxl4b/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 정보형 도입→밈 이벤트→선수 대결→기관 메시지→핵심 자막·정보 카드. E10 역추적은 아직 확인하지 않음.,공용: 약물안전 상식을 밈·대결 형식과 기관 메시지로 전환,약물안전·도핑방지·선수건강,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-EXPERIENCE-EVIDENCE-TIP-001,경험 질문·근거 탐색 생활팁형,경험 제시→근거 탐색→생활 팁,상황 질문형,경험 제시→근거 탐색→생활 팁,,핵심 자막·선택 기준,,,,,https://www.instagram.com/woori_yaksa/reel/DbK-dmEhvb6/,,1,1,2026-07-23,2026-07-23,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→경험 제시→근거 탐색→생활 팁→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.,김주성: 건강 경험에서 성분·복약 근거를 탐색해 생활팁으로 마무리,혈당·염증·생활습관·근거,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-QUESTION-CONTRAINDICATION-GUIDE-001,가능·금기 구분 질문형,선택 질문→가능·금기 구분→근거,상황 질문형,선택 질문→가능·금기 구분→근거,,핵심 자막·선택 기준,,,,,https://www.instagram.com/yeogi_yaksa/reel/DaPuWFeIbDn/,,2,2,2026-07-01,2026-08-09,여유 있음,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→선택 질문→가능·금기 구분→근거→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.,김주성: 복용 가능·금기 상황을 질문으로 열고 근거로 정리,여성건강·임신준비·복용 기준,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상. | 2026-08-09 23:08:33+09:00 E1 로그인 read-only에서 yaksa_mommy/DZM6VWtS94M의 돼요·안돼요 임신 질문형을 직접 확인; 기존 포맷 사용 2계정·2영상으로 갱신.
FMT-SIDE-EFFECT-MANAGEMENT-QUESTION-001,부작용 항목·관리 기준 질문형,질문→부작용 항목→관리 기준,상황 질문형,질문→부작용 항목→관리 기준,,핵심 자막·선택 기준,,,,,https://www.instagram.com/yaksa_hwanghaeyeon_/reel/DaLTJwJvSBb/,,1,1,2026-06-29,2026-06-29,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 상황 질문형→질문→부작용 항목→관리 기준→핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.,김주성: 약물 부작용 항목과 관리 기준을 질문형 자막으로 설명,약물안전·부작용·관리 기준,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-CALORIE-MYTH-APPLICATION-001,칼로리 오해 반박·식단 적용형,오해 제시→칼로리 기준→식단 적용,오해 반박형,오해 제시→칼로리 기준→식단 적용,,오해 표시·핵심 자막·선택 기준,,,,,https://www.instagram.com/manyjjju_yaksa/reel/DbAEalhT_pA/,,1,1,2026-07-19,2026-07-19,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 오해 반박형→오해 제시→칼로리 기준→식단 적용→오해 표시·핵심 자막·선택 기준. E10 역추적은 아직 확인하지 않음.,오약: 칼로리 오해를 식품 선택 기준과 다이어트 행동으로 전환,다이어트·칼로리·식단 적용,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-ALCOHOL-RANKING-LIVER-001,술 종류 순위·간 건강 기준형,순위형 질문→술 종류별 설명→간 건강 기준,순위형 질문,순위형 질문→술 종류별 설명→간 건강 기준,,순위 숫자·술 종류 카드·핵심 자막,,,,,https://www.instagram.com/ssofit_yaksa/reel/DbTGvDbSlxQ/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 순위형 질문→순위형 질문→술 종류별 설명→간 건강 기준→순위 숫자·술 종류 카드·핵심 자막. E10 역추적은 아직 확인하지 않음.,오약: 술 종류별 부담과 간 건강 기준을 순위형으로 설명,음주·간 건강·생활습관,오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SUPPORT-CALL-ROUTING-001,지원 전화·상담 범위 안내형,막막한 상황→지원 전화→상담 가능 범위,도움 요청형,막막한 상황→지원 전화→상담 가능 범위,,전화번호 강조·상황 자막·지원 범위 카드,,,,,https://www.instagram.com/mohw_kr/reel/Da15rqMkuqO/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 도움 요청형→막막한 상황→지원 전화→상담 가능 범위→전화번호 강조·상황 자막·지원 범위 카드. E10 역추적은 아직 확인하지 않음.,공용: 건강·복지 지원 상황을 전화와 상담 범위로 연결,보건복지·지원 전화·상담,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-RUNNING-SERIES-TEASER-001,시리즈 예고·다음 채널 연결형,기다림 유도→부상 주제→다음 채널 연결,시리즈 예고형,기다림 유도→부상 주제→다음 채널 연결,,다음 편 예고·해시태그·채널 연결,,,,,https://www.instagram.com/run.pharmacist/reel/DWn4bnzkyWO/,,1,1,2026-04-02,2026-04-02,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 시리즈 예고형→기다림 유도→부상 주제→다음 채널 연결→다음 편 예고·해시태그·채널 연결. E10 역추적은 아직 확인하지 않음.,공용: 운동·증상 시리즈를 다음 편 예고와 채널 연결로 운영,운동·부상·약사 상담,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-DAILY-ROUTINE-VLOG-001,하루 계획·관리 루틴 브이로그형,하루 계획→관리 장면→루틴 정리,브이로그 도입형,하루 계획→관리 장면→루틴 정리,,관리 장면 몽타주·일정 자막·빠른 컷,,,,,https://www.instagram.com/lilly_yaksa/reel/DPuPGidE7Xm/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 브이로그 도입형→하루 계획→관리 장면→루틴 정리→관리 장면 몽타주·일정 자막·빠른 컷. E10 역추적은 아직 확인하지 않음.,선영: 피부·건강 관리 루틴을 하루 계획과 장면 몽타주로 구성,피부·건강관리·일상 루틴,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-COOKING-MYTH-VEGETABLE-001,조리 오해 반박·채소 적용형,조리 오해→채소별 주의→식단 적용,조리 오해 반박형,조리 오해→채소별 주의→식단 적용,,채소 장면·조리 전후 비교·핵심 자막,,,,,https://www.instagram.com/medicalkoreaofficial/reel/DZ9ecXpR7Qg/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 조리 오해 반박형→조리 오해→채소별 주의→식단 적용→채소 장면·조리 전후 비교·핵심 자막. E10 역추적은 아직 확인하지 않음.,공용: 건강 식단 오해를 조리 장면과 채소별 주의로 설명,식단·채소·조리법,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-EXPERT-PRODUCT-SELECTION-001,전문가 질문·제품 선택 기준형,전문가 질문→선택 기준→제품 확인 행동,전문가 질문형,전문가 질문→선택 기준→제품 확인 행동,,전문가 인터뷰·키워드 자막·제품 장면,,,,,https://www.instagram.com/cellmed.official/reel/DS3eVcGEqzy/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 전문가 질문형→전문가 질문→선택 기준→제품 확인 행동→전문가 인터뷰·키워드 자막·제품 장면. E10 역추적은 아직 확인하지 않음.,공용: 성분·제품 선택 질문을 전문가 답변과 확인 행동으로 연결,영양제·성분·제품 선택,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-FAMILIAR-REQUEST-COUNSEL-001,익숙한 요청 뒤집기·상담 기준형,익숙한 요청 제시→다시 물어야 하는 이유→상담 기준 설명,익숙한 요청 뒤집기,익숙한 요청 제시 → 다시 물어야 하는 이유 → 상담 기준 설명,,약사 출연자의 설명과 핵심 질문 자막을 교차 배치,,,,,https://www.instagram.com/baropharm_official/reel/DZuKHedBVwW/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 익숙한 요청 뒤집기→익숙한 요청 제시 → 다시 물어야 하는 이유 → 상담 기준 설명→약사 출연자의 설명과 핵심 질문 자막을 교차 배치. E10 역추적은 아직 확인하지 않음.,공용: 익숙한 약국 요청을 재질문과 상담 기준으로 전환,복약상담·약물안전·질문,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SCALP-DO-NOT-USE-001,두피 행동 금지·손상 주의형,행동 금지 제시→이유 설명→피부 손상 주의,행동 금지형,행동 금지 제시 → 이유 설명 → 피부 손상 주의,,행동 장면과 피부 손상 이유를 짧은 자막으로 연결,,,,,https://www.instagram.com/dr.hair_lee/reel/DS9wMOFkqJu/,,1,1,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 행동 금지형→행동 금지 제시 → 이유 설명 → 피부 손상 주의→행동 장면과 피부 손상 이유를 짧은 자막으로 연결. E10 역추적은 아직 확인하지 않음.,선영: 피부·두피 관리 금지 행동을 손상 이유와 함께 설명,두피·피부관리·행동주의,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-HOSPITAL-TRAILER-INTRO-001,영화 예고편형 의료진 소개,영화 예고편 톤→의료진 소개→병원 친밀감 강조,영화 예고편형,영화 예고편 톤 → 의료진 소개 → 병원 친밀감 강조,,예고편 자막과 의료진·병원 장면을 빠르게 조합,,,,,https://www.instagram.com/ok_hira/reel/DauHwloj9rT/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 영화 예고편형→영화 예고편 톤 → 의료진 소개 → 병원 친밀감 강조→예고편 자막과 의료진·병원 장면을 빠르게 조합. E10 역추적은 아직 확인하지 않음.,공용: 의료진·병원 소개를 예고편 자막과 빠른 장면으로 구성,병원·의료진·브랜딩,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-CHECKUP-ADDITIONAL-TEST-001,검진 추가 검사 질문형,검진 상황 제시→추가 검사 항목→질환 위험과 연결,검진 질문형,검진 상황 제시 → 추가 검사 항목 → 질환 위험과 연결,,검사 항목을 해시태그와 짧은 전문의 설명으로 압축,,,,,https://www.instagram.com/yongsanint/reel/DHpEQFYS7Fc/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 검진 질문형→검진 상황 제시 → 추가 검사 항목 → 질환 위험과 연결→검사 항목을 해시태그와 짧은 전문의 설명으로 압축. E10 역추적은 아직 확인하지 않음.,공용: 검진 항목을 짧은 질문과 전문의 설명으로 연결,건강검진·추가검사·질환위험,선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-SYMPTOM-WARNING-RESPONSE-001,증상 호전 뒤 위험 경고형,증상 호전 제시→위험 경고→즉시 대응 강조,위험 경고형,증상 호전 제시 → 위험 경고 → 즉시 대응 강조,,경고 이모지와 증상·대응 자막을 단계별로 배치,,,,,https://www.instagram.com/kumedicine_official/reel/DazAdTZgzNO/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 위험 경고형→증상 호전 제시 → 위험 경고 → 즉시 대응 강조→경고 이모지와 증상·대응 자막을 단계별로 배치. E10 역추적은 아직 확인하지 않음.,공용: 증상 변화 뒤의 위험 신호와 대응 행동을 단계별로 제시,증상·위험신호·대응,김주성·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-PRODUCT-EFFICACY-QUESTION-001,제품 기대 뒤집기·효용 질문형,제품 기대감 제시→진짜 효용 질문→근거 확인,제품 기대 뒤집기,제품 기대감 제시 → 진짜 효용 질문 → 근거 확인,,제품명과 질문 자막을 먼저 보여준 뒤 전문가 설명으로 전환,,,,,https://www.instagram.com/gunginam_tv/reel/DNF3H9cSY1_/,,,,,,미측정,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 제품 기대 뒤집기→제품 기대감 제시 → 진짜 효용 질문 → 근거 확인→제품명과 질문 자막을 먼저 보여준 뒤 전문가 설명으로 전환. E10 역추적은 아직 확인하지 않음.,공용: 제품 기대를 효용 질문과 근거 확인으로 전환,영양제·제품효용·근거,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-DRUG-SCORE-COMPARISON-001,약 이름·점수 비교형,약 이름·점수 제시→효과 비교→복용 상황별 선택 기준 안내,점수 비교형,약 이름·점수 제시 → 효과 비교 → 위장 부담 등 선택 기준 안내,,약 이름과 점수를 빠르게 나열한 뒤 복용 상황별 기준을 설명,,,,,https://www.instagram.com/good.yaksa/reel/Da4HZvypQy5/,,1,1,2026-07-16,2026-07-16,여유 있음,국내 약사 인플루언서,미조사,검토,canonical contents.csv에 직접 기록된 훅·구조·편집장치 지문: 점수 비교형→약 이름·점수 제시 → 효과 비교 → 위장 부담 등 선택 기준 안내→약 이름과 점수를 빠르게 나열한 뒤 복용 상황별 기준을 설명. E10 역추적은 아직 확인하지 않음.,김주성·오약·선영: 약 이름과 점수 비교 뒤 복용 상황별 선택 기준 설명,일반의약품·효과비교·복약선택,김주성·오약·선영,미사용,,후보,검토,canonical 콘텐츠 행의 직접 기록 필드로 신규 카드 생성. 약사 사용 1계정만 확인; 추가 사용 수·E10 역추적·중간 프레임은 후속 대상.
FMT-DIET-INGREDIENT-QUESTION-001,다이어트 성분 질문·정보 CTA형,질문형 훅→성분 2개 소개(상세 미확인)→정보 CTA(미확인),질문형,질문형 훅→성분 2개 소개(상세 미확인)→정보 CTA(미확인),20-30초,후킹 자막·릴스,,,,,https://www.instagram.com/ej_yaksa/reel/DVGgD6wk1Y8/,11.5,1,1,2026-02-23,2026-02-23,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 질문형→질문형 훅→성분 2개 소개(상세 미확인)→정보 CTA(미확인)→후킹 자막·릴스. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,"약국 다이어트템, 성분부터 보세요;당 관리 루틴에서 먼저 볼 두 가지;다이어트 제품 고르기 전 확인할 것",다이어트·약국 다이어트템,오약·선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상. | 2026-08-07T05:19:05+09:00 직접 측정 보완: 대표영상 URL https://www.instagram.com/ej_yaksa/reel/DVGgD6wk1Y8/가 canonical 콘텐츠 EJ-DVGgD6wk1Y8 및 기존 raw duration_seconds 29.907과 일치해 길이대 20-30초를 기록.
FMT-FIELD-EVENT-PARTICIPANT-001,현장 참가자 범위·운동 메시지형,현장 장면→참가자 범위→운동 메시지,현장 도입형,현장 장면→참가자 범위→운동 메시지,,현장 자막·참가자 범위 제시,,,,,https://www.instagram.com/medi2388_/reel/DV7zXo_DmUU/,,1,1,2026-03-15,2026-03-15,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 현장 도입형→현장 장면→참가자 범위→운동 메시지→현장 자막·참가자 범위 제시. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 앞 10분 걷기 챌린지를 연령대별 장면으로 보여주기,생활습관·연령대별 러닝과 건강,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-PERSONAL-PROCEDURE-CHOICE-001,개인 시술 경험·선택 이유형,개인 질문→시술 경험→선택 이유,개인 경험 도입형,개인 질문→시술 경험→선택 이유,,시술 장면·개인 자막·선택 이유,,,,,https://www.instagram.com/ewha_yaksa/reel/DB9AAkCg20L/,,1,1,2024-11-04,2024-11-04,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 개인 경험 도입형→개인 질문→시술 경험→선택 이유→시술 장면·개인 자막·선택 이유. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,피부 시술을 고민할 때 약사가 먼저 확인하는 선택 기준,피부·뷰티·울쎄라 리프팅 경험,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-WEEKDAY-WEEKEND-WALK-001,평일 루틴·주말 걷기형,평일 루틴→주말 걷기→생활습관 메시지,루틴 도입형,평일 루틴→주말 걷기→생활습관 메시지,,루틴 자막·일상 장면·운동 컷,,,,,https://www.instagram.com/muse_yaksa/reel/DX9gIi-pen-/,,1,1,2026-05-05,2026-05-05,무주공산,국내 약사 인플루언서,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 루틴 도입형→평일 루틴→주말 걷기→생활습관 메시지→루틴 자막·일상 장면·운동 컷. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약사가 실천하는 약 챙기기와 수면 루틴,생활습관·식단·웨이트·걷기 루틴,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-MEDICAL-TECH-BRAND-FILM-001,의료기술 브랜드 필름형,위기 상황→의료기술 메시지→브랜드 선언,브랜드 선언형,위기 상황→의료기술 메시지→브랜드 선언,,브랜드 필름 컷·의료기술 자막·감정 음악,,,,,https://www.instagram.com/hello_khidi/reel/Da7ABcPSFJf/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 브랜드 선언형→위기 상황→의료기술 메시지→브랜드 선언→브랜드 필름 컷·의료기술 자막·감정 음악. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약을 고르는 순간을 환자의 싸움과 회복 메시지로 연결하기,약국·의료현장·메디컬코리아 브랜드 필름,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-CARE-TEAM-INTRO-001,환자 목표·의료진 팀 판단형,환자 목표 제시 → 의료진 역할 → 팀의 판단 강조,의료진 팀 소개,환자 목표 제시 → 의료진 역할 → 팀의 판단 강조,,의료진 초상과 수술·진료 공간을 짧은 문장으로 연결,,,,,https://www.instagram.com/kuansanhospital/reel/Dbm2wdRiGgf/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 의료진 팀 소개→환자 목표 제시 → 의료진 역할 → 팀의 판단 강조→의료진 초상과 수술·진료 공간을 짧은 문장으로 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 상담의 목표를 먼저 제시하고 그 목표를 지키는 구성원의 역할을 한 컷씩 소개한다.,약국·의료현장·뇌종양센터 의료진 이야기,공용,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-STAFF-STORY-THANKS-001,직원 등장·환자 감사 사연형,사연 소개 → 직원 등장 → 환자 중심 메시지,사연 축하형,사연 소개 → 직원 등장 → 환자 중심 메시지,,직원 초상과 환자 사연 자막을 차분하게 연결,,,,,https://www.instagram.com/cnuh_official/reel/C5zcV4xS1-Z/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 사연 축하형→사연 소개 → 직원 등장 → 환자 중심 메시지→직원 초상과 환자 사연 자막을 차분하게 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국에서 신뢰를 만든 상담 행동을 고객 사연과 구성원 한 문장으로 보여준다.,약국·의료현장·병원 친절 직원 이야기,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-HOSPITAL-APP-TOUR-001,병원 현장·앱 이용 안내형,현장 방문 → 앱 소개 → 이용 장면,현장 체험형,현장 방문 → 앱 소개 → 이용 장면,,병원 현장 방문과 앱 설명 장면을 짧게 연결,,,,,https://www.instagram.com/khis_insta/reel/DTPaymmCXrw/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 현장 체험형→현장 방문 → 앱 소개 → 이용 장면→병원 현장 방문과 앱 설명 장면을 짧게 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약 복용 기록·상담 준비 서비스를 약국 방문 전후의 실제 장면으로 설명한다.,약국·의료현장·나의건강기록 앱 현장 홍보,공용,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-NURSE-THANKS-STORY-001,간호사 인터뷰·감사 사연형,사연 전달 → 간호사 출연 → 감사 메시지,감사 사연형,사연 전달 → 간호사 출연 → 감사 메시지,,사연 자막과 간호사 인터뷰를 감정선 중심으로 연결,,,,,https://www.instagram.com/nmc_official/reel/Dbc4dpIRU65/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 감사 사연형→사연 전달 → 간호사 출연 → 감사 메시지→사연 자막과 간호사 인터뷰를 감정선 중심으로 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,고객의 감사·질문·후기를 구성원의 실제 답변과 연결해 신뢰를 만든다.,약국·의료현장·환자 감사 사연과 간호사,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
FMT-CHECKUP-CENTER-TOUR-001,검진 센터 방문·이용 안내형,센터 방문 → 공간·검진 소개 → 이용 유도,방문 탐색형,센터 방문 → 공간·검진 소개 → 이용 유도,,검진 공간과 안내 문구를 이동 동선처럼 연결,,,,,https://www.instagram.com/komef_official/reel/CwfUBGbIOsA/,,0,0,,,무주공산,국내 메디컬 인접 계정,미조사,검토,canonical contents.csv F급 형식 전용 행의 직접 지문: 방문 탐색형→센터 방문 → 공간·검진 소개 → 이용 유도→검진 공간과 안내 문구를 이동 동선처럼 연결. 기존 등급근거와 사용 수를 유지하며 E10 역추적은 아직 확인하지 않음.,약국 상담 공간과 추천 동선을 실제 방문자의 시선으로 보여준다.,약국·의료현장·종합검진센터 방문 소개,선영,미사용,,후보,검토,F급 형식 전용 콘텐츠의 canonical 훅·구조·편집장치로 신규 포맷 카드 생성. 기존 국내 약사 사용 수·포맷소진도는 원장값을 보존하고 추가 사용 수·E10·중간 프레임은 후속 대상.
