"﻿﻿포맷ID","포맷명","한줄정의","훅유형","구조(비트 단위로 초 배분까지)","길이대","편집장치","촬영","자막스타일","제작난이도(상·중·하)","필요장비","대표영상URL 3개","대표배수중앙값","국내약사사용계정수","국내약사사용영상수","국내최초사용일","국내최근사용일","소진도","인접버티컬사용","해외사용","이식가능성(상·중·하)","이식근거","각색안","어떤주제와붙나","배정적합인물","우리사용이력","재사용가능일","상태","사람검토","사람메모"
"FMT-PHARMACY-PUBLICATION-ANNOUNCEMENT-001","회원 연구 성과·공식 링크 공지형","회원·연구 성과와 공식 초록·논문 링크를 한 게시물로 연결","성과 하이라이트형","연구 성과 0-4초→저자·주제 4-15초→공식 링크 CTA","10-20초","기관 로고·논문 키워드·링크 CTA","기관 제작 그래픽·게시물 카드","저자·저널·핵심 주제 강조","하","스마트폰·기관 그래픽·공식 URL","해외 accp 4건","","0","0","","","무주공산","해외 약학 기관","accp 1계정","중","공식 출판 성과와 원문 링크를 분리해 제시하면 국내 학회·연구 성과 소개로 옮길 수 있음","연구 결과를 과장하지 않고 저자·저널·공식 링크만 카드별로 제시한다.","약학 연구·학회·임상 근거·회원 성과","공용","미사용","","후보","검토","2026-08-13 accp Db9BoSimkzv·Db30m1FFL1s 등에서 동일한 출판 성과 공지 구조를 확인. 원본 이미지 미저장."
"FMT-PHARMACY-RESIDENCY-SHOWCASE-001","레지던시·펠로십 진로 쇼케이스 안내형","진로 고민을 행사 비교·질문·등록 CTA로 연결","질문형","진로 질문 0-4초→행사에서 얻는 정보 4-20초→무료 등록 CTA","15-30초","행사명·대상·등록 URL 카드","기관 제작 그래픽·행사 카드","대상·기간·등록 경로 강조","하","스마트폰·행사 카드·공식 URL","https://www.instagram.com/accp/p/Db8mKlxGjrF/","","0","0","","","무주공산","해외 약학 교육기관","accp 1계정","상","약대생·약사 진로 행사 안내에 직접 적용할 수 있음","프로그램 비교 항목과 등록 링크를 확인된 정보만으로 구성한다.","약대 진로·레지던시·펠로십·교육 행사","공용","미사용","","후보","검토","2026-08-13 accp Db8mKlxGjrF에서 신규 진로 쇼케이스 안내 구조를 확인. 원본 이미지 미저장."
"FMT-PHARMACY-VACCINE-POLICY-STATEMENT-001","백신·의료정책 원칙 선언형","기관의 근거 기반 원칙과 공식 자료 링크를 짧게 연결","원칙 선언형","원칙 0-5초→실천 기준 5-15초→공식 자료 CTA","10-20초","핵심 원칙 대형 자막·기관 로고·링크 CTA","기관 제작 그래픽","근거·실천 기준 강조","하","스마트폰·기관 그래픽·공식 URL","https://www.instagram.com/accp/p/Db6qkiuGqtI/","","0","0","","","무주공산","해외 약학 기관·보건기관","accp 1계정","중","국내 백신·복약 정보에서도 단정 대신 공식 근거와 판단 기준을 제시할 수 있음","개인 치료 조언 없이 공식 지침·출처·확인 날짜를 분리해 표시한다.","백신·면역·복약안전·근거 읽기","공용","미사용","","후보","검토","2026-08-13 accp Db6qkiuGqtI에서 기관 원칙 선언과 공식 링크 CTA를 확인. 원본 이미지 미저장."
"FMT-PHARMACY-ONDEMAND-CPE-SALES-001","약학 CPE 과정·교육 상품 안내형","치료 영역 변화와 학습 주제를 제시한 뒤 교육 상품 등록·구매로 연결","변화 경고형","치료 변화 0-5초→학습 주제 5-22초→학점·구매 CTA","20-40초","질환·약물 키워드 카드·학점·구매 CTA","기관 제작 교육 그래픽","질환명·학점·대상 강조","중","스마트폰·교육 카드·공식 URL","https://www.instagram.com/accp/p/Db6LrJ4mvYT/;https://www.instagram.com/accp/p/DbtTs4iml9j/","","0","0","","","무주공산","해외 약학 교육기관","accp 1계정","중","교육 상품 홍보는 대상·학습 범위·공식 과정 정보만 제시하면 국내 교육 과정 안내로 옮길 수 있음","치료 효과를 암시하지 않고 교육 목적·학점·공식 구매 경로를 명확히 표시한다.","약학 교육·정신건강·환자 중심 언어·CPE","공용","미사용","","후보","검토","2026-08-13 accp Db6LrJ4mvYT·DbtTs4iml9j에서 교육 과정 홍보 구조를 확인. 유료도달은 불명, 원본 이미지 미저장."
"FMT-PHARMACY-LEADERSHIP-APPE-APPLICATION-001","학생 약사 리더십 APPE 모집형","지원 대상·활동·성장 기회를 설명하고 지원 CTA로 마무리","모집 공고형","모집 대상·기간 0-6초→활동 6-24초→지원 CTA","20-40초","프로그램명·활동 목록·지원 기간 카드","기관 제작 모집 그래픽","대상·기간·활동 숫자 강조","하","스마트폰·모집 카드·공식 URL","https://www.instagram.com/accp/p/Db53GeimhkI/","","0","0","","","무주공산","해외 약학 교육기관","accp 1계정","상","약대생·약사 교육 프로그램 모집에 직접 적용할 수 있음","지원 자격·활동·마감일·공식 지원 링크를 한 화면씩 분리한다.","약대 진로·APPE·리더십·교육 프로그램","공용","미사용","","후보","검토","2026-08-13 accp Db53GeimhkI에서 학생 약사 대상 APPE 모집 구조를 확인. 원본 이미지 미저장."
"FMT-PHARMACY-PRESIDENT-STORY-COLUMN-001","약학 리더 칼럼·스토리텔링 연결형","기관 리더의 칼럼 핵심 질문을 환자 안전·정책 이야기와 연결","칼럼 인용형","리더 메시지 0-6초→핵심 질문 6-22초→칼럼 CTA","20-40초","인용문·저자명·핵심 키워드 카드","기관 제작 칼럼 그래픽","짧은 인용문·저자·링크 강조","중","스마트폰·인용 카드·공식 URL","https://www.instagram.com/accp/p/Db3ZJ4xiazN/","","0","0","","","무주공산","해외 약학 기관·전문직 미디어","accp 1계정","중","약사 현장 사례와 환자 안전 메시지를 스토리로 구성할 수 있음","경험담과 근거를 분리하고 사례의 개인정보·치료 결과를 노출하지 않는다.","환자 안전·약사 리더십·정책·커뮤니케이션","공용","미사용","","후보","검토","2026-08-13 accp Db3ZJ4xiazN에서 리더 칼럼과 스토리텔링을 연결하는 구조를 확인. 상세 좋아요 미노출, 원본 이미지 미저장."
"FMT-PHARMACY-POLICY-ACCESS-REPORT-001","약사 서비스 정책 보고 브리핑형","정책명과 약사 서비스 변화를 짧게 제시하고 공식 보고서로 연결","정책 브리핑형","정책명 0-5초→서비스 맥락 5-20초→보고서 CTA","15-30초","법안명·서비스 키워드·보고서 링크","기관 제작 정책 그래픽","정책명·서비스 대상·공식 출처 강조","중","스마트폰·정책 카드·공식 URL","https://www.instagram.com/accp/p/DbwGOiMFDxm/","","0","0","","","무주공산","해외 약학 정책기관","accp 1계정","중","정책을 국내 제도와 혼동하지 않도록 공식 법령·기관 자료와 함께 구성해야 함","해외 사례와 국내 제도는 화면을 분리하고 번역·해석임을 표시한다.","약사 서비스·환자관리·정책·약국 제도","공용","미사용","","후보","검토","2026-08-13 accp DbwGOiMFDxm에서 정책명·서비스 맥락·공식 보고서 CTA를 확인. 원본 이미지 미저장."
"FMT-PHARMACY-FELLOW-ANNOUNCEMENT-001","약학 펠로우 선발·진로 사례 소개형","선발 인물·프로그램 기간·진로 의미를 공식 발표로 연결","인물 발표형","인물·직함 0-6초→프로그램 기간 6-15초→진로 링크","10-25초","인물명·직함·기간·기관 로고","기관 제작 인물·텍스트 카드","인물·기간·프로그램명 강조","하","스마트폰·인물 카드·공식 URL","https://www.instagram.com/accp/p/DbtoTnClCxC/","","0","0","","","무주공산","해외 약학 교육기관","accp 1계정","중","국내 약사·약대생 진로 사례 소개에 옮길 수 있음","확인된 경력과 기관 발표만 사용하고 성공 보장 표현은 제거한다.","약학 진로·펠로우십·전문직 성장·교육","공용","미사용","","후보","검토","2026-08-13 accp DbtoTnClCxC에서 펠로우 선발 발표 구조를 확인. 원본 이미지 미저장."
"FMT-PHARMFLUENCY-COMMUNITY-MUSIC-CLIP-001","커뮤니티 인물·트렌드 음원 클립형","인물 중심의 짧은 트렌드 음원과 한 줄 반응으로 전문 커뮤니티의 친밀감을 보여주는 릴스","트렌드 음원 도입형","음원·인물 등장 0-2초→짧은 반응·브랜드 친밀감→커뮤니티 인상","미확인","트렌드 음원·짧은 인물 클립","인물 중심 짧은 릴스","미확인","하","스마트폰","https://www.instagram.com/pharmfluency/reel/Db75GQvM68Y/","","0","0","2026-08-13","2026-08-13","무주공산","교육·커뮤니티 브랜딩","pharmfluency 1건","중","전문 커뮤니티의 친밀감과 팀워크를 약국 팀·약사 교육 커뮤니티에 옮길 수 있지만 의료 정보와 분리해야 한다.","공용: 신규 구성원·팀워크를 짧은 음원 클립으로 보여주고 의료 효과·전문성 과장은 제거한다.","약사 교육·팀워크·커뮤니티 브랜딩","공용","미사용","","후보","검토","2026-08-13 pharmfluency Db75GQvM68Y 직접 상세에서 신규 포맷 생성. 조회수·길이 미확인, 국내 약사 사용 0계정·0영상, 원본 이미지 미저장."
"FMT-PHARMFLUENCY-COMMUNITY-WELCOME-001","커뮤니티 신규 구성원 환영·축하형","신규 구성원을 직접 소개하고 환영 메시지와 다음 참여 기대감을 연결하는 커뮤니티 릴스","환영 메시지형","신규 구성원 소개 0-3초→환영 메시지→커뮤니티 참여 기대감","미확인","인물 중심 클립·축하 자막","커뮤니티 구성원 등장 릴스","이름·환영 문구 강조","하","스마트폰","https://www.instagram.com/pharmfluency/reel/Db3GkCIsGRb/","","0","0","2026-08-13","2026-08-13","무주공산","교육기관·학생 커뮤니티·전문가 브랜딩","pharmfluency 1건","상","신규 약사·학생과 팀원을 소개하고 소속감을 만드는 구조는 약국 팀과 약사 교육 커뮤니티에 직접 옮길 수 있다.","공용: 신규 약사·학생의 역할과 환영 메시지를 공식 동의 범위에서 보여주고 개인정보·성과 과장은 제거한다.","약사 교육·학생 커뮤니티·진로·팀 합류","공용","미사용","","후보","검토","2026-08-13 pharmfluency Db3GkCIsGRb 직접 상세에서 신규 포맷 생성. 조회수·좋아요·길이 미확인, 국내 약사 사용 0계정·0영상, 원본 이미지 미저장."
"FMT-PHARMACY-PRODUCT-CARD-001","약국 제품 카드 나열형","약국에서 취급하는 의약품·의료기기·생활건강 제품을 사진 카드로 연속 소개","제품 제시형","0-2초 제품군 제시→각 카드 제품명·용도→약사 상담·주의사항","이미지·캐러셀","제품명·용도 자막·카드 반복","제품·패키지 중심 캐러셀","큰 제품명·용도·주의 문구","하","스마트폰·제품 패키지","https://www.instagram.com/donga_onnuri/p/DcAyBz4lIUZ/;https://www.instagram.com/donga_onnuri/p/Db-ZVTIlK5Z/;https://www.instagram.com/donga_onnuri/p/Db-IY7nFAuV/","","0","0","2026-08-14","2026-08-14","소진","약국·의료기기·반려동물 건강","미조사","중","제품명을 그대로 추천하지 않고 성분·사용 대상·주의사항 카드로 바꾸면 약사 상담형으로 이식 가능","제품명 대신 증상·사용 대상→성분·용도→주의사항→진료·약사 상담 신호","약국 일반의약품·피부·여성건강·반려동물 건강·의료기기","오약·선영·공용","미사용","","후보","","2026-08-14 donga_onnuri 프로필의 12개 제품·증상 카드 관측으로 신규 포맷 카드 생성. 상세 원문·반응 지표·원본 이미지는 미확인. 포맷 반복 사용으로 소진 판정; 약사 상담·주의사항 중심으로 각색 필요."
"FMT-OTC-INTERNATIONAL-COMPARISON-001","해외 OTC와 국내 분류 비교형","해외 약국 OTC 제품군을 성분·용도·한국 허가 분류와 비교","비교형","0-3초 해외 약국 훅→3-35초 성분·용도 목록→35-50초 한국 분류·주의→저장 CTA","45-60초","국가 배지·성분명·일반/전문 분류 대비·주의 아이콘","약사 화자·제품 패키지·화면 자료","제품명·성분·허가 분류 큰 자막","중","스마트폰·제품 이미지·허가자료","https://www.instagram.com/gangnam_kimyaksa/reel/DYqj-oRvys1/","","1","1","2026-08-14","2026-08-14","무주공산","여행·생활건강·약국","해외 약국·OTC 비교","상","국가별 OTC 분류와 성분·주의사항을 함께 제시해 약사 전문성을 드러내며 저장 수요를 만들 수 있음","제품 구매 유도 대신 한국 허가·연령·금기·대체 상담을 중심으로 비교","해외여행 상비약·일반의약품·약물안전·성분 비교","김주성·오약·공용","미사용","","후보","","2026-08-14 gangnam_kimyaksa visible profile에서 신규 관측. lease release mismatch로 상세 반응·원본 이미지 미확인; 국가별 허가와 안전성 검증을 각색의 필수 조건으로 기록."
"FMT-PRESCRIPTION-REVIEW-001","처방 이유·효과 상한 검토형","처방의 이유를 묻고 효과 상한과 부작용 증가를 함께 검토","질문형","0-3초 처방 질문→3-20초 효과 상한·부작용→20-35초 환자 설명·상담 CTA","20-35초","질문 자막·ceiling effect 영문 병기·부작용 경고","약사 화자 중심 릴스","핵심 용어·주의 문구 강조","하","스마트폰·자막 편집","https://www.instagram.com/blessing.pharmacy/reel/Db7y1z0TdNL/","","1","1","2026-08-14","2026-08-14","무주공산","약국·의료상담·환자커뮤니케이션","미조사","상","환자가 묻는 처방 이유를 효과 상한과 부작용으로 설명해 약사 전문성을 보여줄 수 있음","개별 처방을 평가하지 않고 일반 원칙·확인 질문·상담 필요 신호를 분리","처방 검토·복약안전·부작용·약물상담","김주성·오약·공용","미사용","","후보","","2026-08-14 blessing.pharmacy 공개 릴스의 처방 검토 질문형 콘텐츠로 생성. 상세 원문·반응 지표·원본 이미지 미확인."
"FMT-MEDICINE-INFO-CARD-001","의약품 성분·복약주의 정보카드형","의약품명·성분·효과와 복용 중 주의사항을 카드 단위로 압축","주의형","0-3초 약품·위험 신호→3-25초 성분·효과→25-40초 복약 주의·상담 CTA","20-40초","약품 패키지·성분명·주의 아이콘·기간 카드","약사 화자 또는 의약품 캐러셀","성분·금기·상담 신호 큰 자막","중","스마트폰·허가자료·제품 이미지","https://www.instagram.com/kpanews1968/p/DcACTbIGYsY/;https://www.instagram.com/kpanews1968/p/DbrZykVgTzo/","","1","2","2026-08-14","2026-08-14","무주공산","의약품 뉴스·약국 상담","미조사","상","약품명 직접 추천이 아니라 성분·복약주의·상담 신호를 카드로 구조화할 수 있음","허가사항과 최신 근거를 확인하고 복용 중단 지시 대신 의료진 상담 신호를 앞세움","탈모약·항혈소판제·일반의약품·복약안전","김주성·오약·공용","미사용","","후보","","2026-08-14 kpanews1968 프로필 신규 2건으로 생성; 상세 반응 지표·원본 이미지 미확인"
"FMT-SWEAT-DEODORANT-COMPARE-001","데오드란트·땀 억제제 목적 비교형","냄새 관리와 땀 분비 억제를 목적·성분별로 비교","비교형","0-3초 두 제품 질문→3-25초 목적·성분 비교→25-40초 사용 주의·상담 CTA","20-40초","2열 비교표·성분명·피부 자극 주의","약사 화자·제품군 화면","목적·성분·사용 시점 강조","하","스마트폰·제품 이미지·자막 편집","https://www.instagram.com/kpanews1968/reel/Db7WevDIqQN/","","1","1","2026-08-14","2026-08-14","무주공산","뷰티·생활건강·약국","미조사","상","제품군 혼동을 목적과 성분 비교로 풀어 약사 전문성을 보여줄 수 있음","제품명을 나열하지 않고 땀 정도·피부 상태·사용 시점과 진료 신호를 분리","다한증·여름 피부·약국 뷰티·일반의약품","김주성·오약·선영·공용","미사용","","후보","","2026-08-14 kpanews1968 신규 릴스에서 생성; 상세 반응 지표·원본 이미지 미확인"
"FMT-PHARMACY-SKIN-COUNSEL-STEP-001","약국 피부상담 3·4단계형","피부 고민을 생활습관·화장품·외용제·처방·영양 점검 순서로 나눔","단계형","0-3초 피부 고민 질문→3-25초 상담 단계→25-45초 금기·진료 신호·상담 CTA","30-45초","단계 번호·상담 질문 카드·성분 주의 자막","약국 현장·약사 인터뷰","단계·증상·진료 신호 강조","중","스마트폰·약국 현장·자막 편집","https://www.instagram.com/kpanews1968/reel/Db2gV-iou75/;https://www.instagram.com/kpanews1968/reel/Db2gAcYoX74/;https://www.instagram.com/yaksamom/reel/DcCr-WFBOoc/","","1","1","2026-08-14","2026-08-14","무주공산","피부과·약국·뷰티상담","미조사","상","제품 추천을 증상 확인과 상담 순서로 바꿔 전문성과 안전성을 함께 보여줄 수 있음","의약품·화장품의 구분, 자가치료 한계, 진료가 필요한 신호를 단계 안에 포함","여드름·피부장벽·약국화장품·탈모 상담","김주성·오약·선영·공용","미사용","","후보","","2026-08-14 kpanews1968 신규 피부상담 릴스 2건으로 생성; 상세 반응 지표·원본 이미지 미확인 | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 1계정·3영상에서 1계정·1영상으로 보정; 소진도는 기존 값 유지."
"FMT-NUTRIENT-SYMPTOM-EXPLAIN-001","영양소 기능·결핍 신호 설명형","영양소의 기능을 결핍 증상과 위험군 확인으로 연결","오해반박형","0-3초 오해 질문→3-25초 기능·결핍 신호→25-40초 검사·상담 권고","20-40초","기능 아이콘·증상 목록·위험군 강조","약사 화자·영양소 설명","기능·증상·상담 신호 큰 자막","하","스마트폰·근거자료·자막 편집","https://www.instagram.com/kpanews1968/reel/Dbug1T2IKU_/;https://www.instagram.com/byak_yaksa/reel/DcGMRfrMD4H/;https://www.instagram.com/byak_yaksa/reel/DcDcYuisxcO/","","1","2","2026-08-14","2026-08-16","무주공산","영양·노년건강·의료상담","미조사","상","기억력 같은 단일 효능 대신 기능·결핍 신호·확인 행동으로 설명할 수 있음","보충제 구매 유도보다 결핍 위험군·검사·복용약 확인을 우선","비타민B12·철분·마그네슘·노년 영양","김주성·오약·선영·공용","미사용","","후보","","2026-08-14 kpanews1968 신규 영양소 릴스에서 생성; 상세 반응 지표·원본 이미지 미확인 | 2026-08-18 byak_yaksa DcGMRfrMD4H·DcDcYuisxcO 추가: 칼마디 기전·칼슘 부족 신호 설명. | 2026-08-19 E0 exact format usage sync 1307: contents.csv 국내 약사 계정유형과 exact 포맷ID 토큰 기준 2계정·3영상에서 1계정·2영상으로 보정; 소진도는 기존 값 유지."
"FMT-PHARMACY-SUPPLEMENT-EXPLAINER-001","약국 영양제·미네랄 설명형","약사가 영양제·미네랄·증상별 건강정보를 짧게 설명","교육형","릴스 정보 전달(상세 원문 미확인)","미확인","미확인","약사 설명형 콘텐츠(상세 원문 미확인)","미확인","미확인","미확인","https://www.instagram.com/oyakstory/reel/Db-p0CMPNXm/;https://www.instagram.com/oyakstory/reel/Db8CzFIvPGN/;https://www.instagram.com/oyakstory/reel/Db5gZMRPo6e/","","1","10","2026-08-07","2026-08-07","미측정","미조사","미조사","중","약사 계정의 교육·상담형 구조는 확인했지만 상세 화면·성과 지표가 없어 형식 수준으로만 판단","상세 원문과 의학적 근거를 재확인한 뒤 성분·생활습관·약국상담 주제로 각색","영양제·미네랄·증상별 건강정보","오약·선영·공용","미사용","","후보","검토","기존 contents.csv의 동일 포맷 ID 10건에서 생성. 계정=oyakstory, 등급=F, 게시일·성과지표·상세 구조·원본 파일 미확인. 형식 행만 append했으며 Instagram 재수집 없음. | 2026-08-16T02:19:41.667+09:00 E0 exact format date backfill 0728: 국내 약사 계정의 exact 포맷ID·게시일로 국내최초사용일·국내최근사용일을 계산함. | 2026-08-19 E0 exact format count provenance fix 1306: 동일 포맷ID 국내 약사 콘텐츠 10행·고유 계정 1개 exact 대조로 국내약사사용계정수 1·국내약사사용영상수 10 보정; 소진도는 기존 미측정 유지."
"FMT-PHARMACY-LIFESTYLE-EXPLAINER-001","약사 생활건강·피부루틴 설명형","약사가 항노화·영양제·피부관리 생활 정보를 설명","교육형","릴스·캐러셀 정보 전달(상세 원문 미확인)","미확인","미확인","약사 설명형 콘텐츠(상세 원문 미확인)","미확인","미확인","미확인","https://www.instagram.com/on.yaksa/reel/Db66hfCBzWM/;https://www.instagram.com/on.yaksa/p/DNDQdDaR_0G/;https://www.instagram.com/on.yaksa/reel/DVQa1BwgS_C/","","1","10","2025-08-07","2026-08-12","미측정","미조사","미조사","중","약사 계정의 교육·상담형 구조는 확인했지만 상세 화면·성과 지표가 없어 형식 수준으로만 판단","상세 원문과 의학적 근거를 재확인한 뒤 성분·생활습관·약국상담 주제로 각색","항노화·영양제·피부관리","선영·공용","미사용","","후보","검토","기존 contents.csv의 동일 포맷 ID 10건에서 생성. 계정=on.yaksa, 등급=F, 게시일·성과지표·상세 구조·원본 파일 미확인. 형식 행만 append했으며 Instagram 재수집 없음. | 2026-08-16T02:19:41.667+09:00 E0 exact format date backfill 0728: 국내 약사 계정의 exact 포맷ID·게시일로 국내최초사용일·국내최근사용일을 계산함. | 2026-08-19 E0 exact format count provenance fix 1306: 동일 포맷ID 국내 약사 콘텐츠 10행·고유 계정 1개 exact 대조로 국내약사사용계정수 1·국내약사사용영상수 10 보정; 소진도는 기존 미측정 유지."
"FMT-PHARMACY-COUNSELING-EXPLAINER-001","약사 맞춤상담 설명형","약사·약국·맞춤 건강상담 질문을 상담형 콘텐츠로 설명","상담형","릴스 상담·정보 전달(상세 원문 미확인)","미확인","미확인","약사 설명형 콘텐츠(상세 원문 미확인)","미확인","미확인","미확인","https://www.instagram.com/joy_pharm1212/reel/DbKM1qZh8c2/;https://www.instagram.com/joy_pharm1212/reel/DZwISpMPTDI/;https://www.instagram.com/joy_pharm1212/reel/DZrUb2JvmS-/","","1","10","2026-07-24","2026-07-24","미측정","미조사","미조사","중","약사 계정의 교육·상담형 구조는 확인했지만 상세 화면·성과 지표가 없어 형식 수준으로만 판단","상세 원문과 의학적 근거를 재확인한 뒤 성분·생활습관·약국상담 주제로 각색","약사·약국·맞춤 건강상담","오약·공용","미사용","","후보","검토","기존 contents.csv의 동일 포맷 ID 10건에서 생성. 계정=joy_pharm1212, 등급=F, 게시일·성과지표·상세 구조·원본 파일 미확인. 형식 행만 append했으며 Instagram 재수집 없음. | 2026-08-16T02:19:41.667+09:00 E0 exact format date backfill 0728: 국내 약사 계정의 exact 포맷ID·게시일로 국내최초사용일·국내최근사용일을 계산함. | 2026-08-19 E0 exact format count provenance fix 1306: 동일 포맷ID 국내 약사 콘텐츠 10행·고유 계정 1개 exact 대조로 국내약사사용계정수 1·국내약사사용영상수 10 보정; 소진도는 기존 미측정 유지."
"FMT-IRON-PRODUCT-CHOICE-3AXIS-001","임신 철분제 3종 상황별 선택 비교형","임신 철분제 3종을 제형·활성엽산 함량·상황별 선택 기준으로 비교","비교 질문형","철분 선택 질문 0-3초→3종 제형·함량 비교 3-20초→상황별 선택 20-35초→검사·상담 주의 35-45초","30-45초","3분할 비교·조건별 화살표·성분량 자막","정보 카드형 게시물","제품군·함량·선택 상황 대비","중","스마트폰·철분제 정보 카드·공식 허가자료","https://www.instagram.com/yaksa_nam/p/DcJKmM8JcWH/","","1","1","2026-08-18","2026-08-18","무주공산","임신·영양제·약물상담","미조사","상","철분 제형·활성엽산 함량·변비 부담·상황별 선택지를 비교하는 구조","제품 구매 유도보다 검사·복용약·임신 주수·제형 선택 기준을 앞세우고 용량 권고는 의료진 상담으로 연결","철분·임신·빈혈·활성엽산·복용 안전","김주성·오약·선영·공용","미사용","","후보","검토","2026-08-18 yaksa_nam DcJKmM8JcWH 직접 상세에서 신규 포맷 생성. 조회수·원본 프레임 미확인; 국내 약사 사용 1계정·1영상."
"FMT-COMMUNITY-GUIDE-CTA-001","질환별 커뮤니티·정리본 CTA형","여성건강 고민을 질환별 정리본·커뮤니티·상담 참여로 연결","변화 선언형","문제의식 0-4초→주제 4-15초→커뮤니티 혜택 15-28초→참여 CTA 28-35초","30-45초","주제 카드·혜택 불릿·CTA","텍스트·커뮤니티 안내형 게시물","질환명·대상·참여 경로 강조","하","스마트폰·텍스트 카드","https://www.instagram.com/byak_yaksa/p/DTXbA2QEZ_9/","","1","1","2026-01-11","2026-01-11","무주공산","여성건강·커뮤니티","미조사","상","질환별 정보 범위와 커뮤니티 참여 경로를 분리해 신뢰·참여를 함께 설계","개인상담 약속 없이 공개 근거·진료 질문·커뮤니티 운영 범위를 고지","여성건강·호르몬·질환별 교육","선영·공용","미사용","","후보","검토","2026-08-18 byak_yaksa DTXbA2QEZ_9 직접 상세에서 확인. 조회수·원본 프레임 미확인."
"FMT-GYNECOLOGY-SYMPTOM-FREQUENCY-001","여성질환 빈도·진료신호 캐러셀형","여성질환의 빈도·증상·진료 필요 신호를 카드로 정리","빈도 공감형","빈도 공감 0-3초→질환 설명 3-12초→증상·진료 신호 12-28초→방문 권고 28-35초","이미지·캐러셀","질환명·증상 카드·진료 신호 강조","정보 카드형 캐러셀","증상·행동 기준 큰 자막","하","스마트폰·정보 카드","https://www.instagram.com/byak_yaksa/p/DcLAAKkmEEv/","","1","1","2026-08-17","2026-08-17","무주공산","여성건강·의료상담","미조사","상","질환 빈도와 진료 신호를 분리해 자가진단을 줄이고 행동을 명확히 함","출처·증상·진료 신호를 분리하고 제품 추천은 제외","자궁근종·생리통·과다출혈","선영·공용","미사용","","후보","검토","2026-08-18 byak_yaksa DcLAAKkmEEv 직접 상세에서 확인. 조회수·원본 프레임 미확인."
"FMT-SUPPLEMENT-DO-DONT-001","증상별 영양제 권장·비권장 대비형","증상별 권장 성분과 피할 선택을 대비해 상담 질문으로 연결","먹고·먹지마세요 대비형","증상 0-4초→권장·비권장 대비 4-18초→다음 증상 18-32초→근거·상담 주의 32-45초","30-60초","체크·엑스·증상별 카드","말하는 얼굴·텍스트 카드 릴스","권장·비권장 라벨과 주의 문장","중","스마트폰·기본 조명·자막 편집","https://www.instagram.com/byak_yaksa/reel/DcI9lHtgNKc/","","1","1","2026-08-17","2026-08-17","무주공산","여성건강·영양제","미조사","상","증상별 대비는 질문과 저장을 만들지만 근거 수준·개인차를 함께 고지할 수 있음","질환·암 위험을 단정하지 않고 근거·검사·복용약·진료 신호를 함께 제시","다낭성·영양제 광고 판독·여성건강","선영·오약·공용","미사용","","후보","검토","2026-08-18 byak_yaksa DcI9lHtgNKc 직접 상세에서 확인. 조회수·원본 프레임 미확인."
"FMT-PERSONAL-INJURY-CARE-001","개인 부상 경험·초기 처치 공유형","개인 부상 경험을 초기 처치·진료 신호·약물 확인 질문으로 바꿈","개인 경험 공감형","부상 상황 0-4초→초기 처치 4-18초→현재 제한 18-28초→진료·약물 주의 28-40초","30-45초","처치 불릿·상태 변화·주의 자막","개인 경험형 게시물","처치와 진료 신호 분리","하","스마트폰·일상 장면","https://www.instagram.com/byak_yaksa/p/DcEJ7gSmAA3/","","1","1","2026-08-15","2026-08-15","무주공산","생활건강·응급처치","미조사","중","개인 경험은 공감이 강하지만 일반 치료 지시로 확대하지 않는 안전장치가 필요","개인 경험과 일반 권고를 분리하고 응급 신호·진료 기준·약물 중복 확인을 중심으로 구성","부상·파스·소염진통제·약물안전","오약·공용","미사용","","후보","검토","2026-08-18 byak_yaksa DcEJ7gSmAA3 직접 상세에서 확인. 조회수·원본 프레임 미확인."
"FMT-NUTRIENT-PRIORITY-LIST-001","영양제 중요·비중요 우선순위 목록형","여러 영양제를 중요도와 근거 확인 순서로 비교","우선순위 대비형","목록 훅 0-3초→성분별 중요·비중요 3-30초→개인차·확인 기준 30-42초","30-45초","VS 화면·중요/비중요 라벨·성분 불릿","말하는 얼굴·목록 자막 릴스","성분명·근거·주의 문장 분리","중","스마트폰·기본 조명·자막 편집","https://www.instagram.com/byak_yaksa/reel/DcBH5cUhFai/","","1","1","2026-08-14","2026-08-14","무주공산","영양제·약물안전","미조사","상","성분을 우선순위로 나누면 빠른 이해가 가능하지만 결핍·식사·복용약에 따른 개인차를 표시할 수 있음","중요도 단정 대신 확인 질문·검사·복용약·생활습관을 우선순위로 제시","영양제 선택·광고 판독·여성건강","김주성·오약·선영·공용","미사용","","후보","검토","2026-08-18 byak_yaksa DcBH5cUhFai 직접 상세에서 확인. 조회수·원본 프레임 미확인."
